epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,130.946,0.75836,0.59467,0.99459,0.92259,1,0.99147,0.84923,0.62186,0.48366,0.91813,0.0013895,0.0013895,0.0013895
187,131.627,0.81758,0.62555,1.00774,0.92259,1,0.99147,0.84923,0.62186,0.48366,0.91813,0.0013862,0.0013862,0.0013862
188,132.361,0.934,0.63436,1.0516,1,0.99789,0.995,0.85242,0.60619,0.45869,0.91812,0.0013829,0.0013829,0.0013829
189,133.031,0.79443,0.61358,0.99374,1,0.99789,0.995,0.85242,0.60619,0.45869,0.91812,0.0013796,0.0013796,0.0013796
190,133.757,0.74953,0.58743,0.96202,0.9344,1,0.98794,0.86318,0.57538,0.42667,0.91355,0.0013763,0.0013763,0.0013763
191,134.45,0.86499,0.65935,1.04434,0.9344,1,0.98794,0.86318,0.57538,0.42667,0.91355,0.001373,0.001373,0.001373
192,135.17,0.78007,0.58838,0.95292,0.93065,1,0.99147,0.86008,0.61344,0.44811,0.92307,0.0013697,0.0013697,0.0013697
193,135.85,0.76374,0.5742,1.0499,0.93065,1,0.99147,0.86008,0.61344,0.44811,0.92307,0.0013664,0.0013664,0.0013664
194,136.576,0.78824,0.58354,1.00226,0.93388,1,0.99147,0.8705,0.63337,0.43752,0.91862,0.0013631,0.0013631,0.0013631
195,137.26,0.81465,0.59374,1.04242,0.93388,1,0.99147,0.8705,0.63337,0.43752,0.91862,0.0013598,0.0013598,0.0013598
196,137.977,0.77775,0.55149,1.00579,0.93573,1,0.99147,0.87424,0.63506,0.44475,0.91827,0.0013565,0.0013565,0.0013565
197,138.659,0.67224,0.59731,0.99305,0.93573,1,0.99147,0.87424,0.63506,0.44475,0.91827,0.0013532,0.0013532,0.0013532
198,139.377,0.79167,0.6014,0.98045,0.93522,1,0.99147,0.85223,0.61283,0.45751,0.91515,0.0013499,0.0013499,0.0013499
199,140.045,0.75217,0.55852,0.98846,0.93522,1,0.99147,0.85223,0.61283,0.45751,0.91515,0.0013466,0.0013466,0.0013466
200,140.77,0.7552,0.55138,1.01546,0.93282,1,0.99147,0.85511,0.62835,0.44901,0.92457,0.0013433,0.0013433,0.0013433
201,141.447,0.66937,0.52235,0.95312,0.93282,1,0.99147,0.85511,0.62835,0.44901,0.92457,0.00134,0.00134,0.00134
202,142.147,0.69417,0.52385,0.95463,0.98546,1,0.995,0.83233,0.69031,0.51514,0.93961,0.0013367,0.0013367,0.0013367
203,142.816,0.70623,0.52337,0.98241,0.98546,1,0.995,0.83233,0.69031,0.51514,0.93961,0.0013334,0.0013334,0.0013334
204,143.537,0.76886,0.55542,1.02584,1,0.98803,0.995,0.86706,0.62388,0.48185,0.92335,0.0013301,0.0013301,0.0013301
205,144.209,0.74978,0.53958,0.97762,1,0.98803,0.995,0.86706,0.62388,0.48185,0.92335,0.0013268,0.0013268,0.0013268
206,144.921,0.80818,0.59805,1.04356,1,0.99191,0.995,0.84323,0.66006,0.52647,0.93981,0.0013235,0.0013235,0.0013235
207,145.576,0.71051,0.57794,0.96423,1,0.99191,0.995,0.84323,0.66006,0.52647,0.93981,0.0013202,0.0013202,0.0013202
208,146.291,0.7802,0.57222,1.00381,0.92405,1,0.995,0.85131,0.68753,0.53218,0.96477,0.0013169,0.0013169,0.0013169
209,146.966,0.72209,0.52869,0.99052,0.92405,1,0.995,0.85131,0.68753,0.53218,0.96477,0.0013136,0.0013136,0.0013136
210,147.668,0.72122,0.56911,0.99687,0.9201,1,0.97324,0.83604,0.64629,0.51386,0.93503,0.0013103,0.0013103,0.0013103
211,148.345,0.727,0.56702,1.00576,0.9201,1,0.97324,0.83604,0.64629,0.51386,0.93503,0.001307,0.001307,0.001307
212,149.04,0.76203,0.55416,1.00534,0.9266,1,0.95853,0.82549,0.56356,0.48451,0.89933,0.0013037,0.0013037,0.0013037
213,149.718,0.77192,0.55098,1.02902,0.9266,1,0.95853,0.82549,0.56356,0.48451,0.89933,0.0013004,0.0013004,0.0013004
214,150.442,0.78458,0.5376,0.96765,0.93048,1,0.95853,0.834,0.51178,0.45726,0.89653,0.0012971,0.0012971,0.0012971
215,151.128,0.82574,0.57871,1.04669,0.93048,1,0.95853,0.834,0.51178,0.45726,0.89653,0.0012938,0.0012938,0.0012938
216,151.867,0.82228,0.58773,1.00635,0.93044,1,0.96971,0.83888,0.52095,0.46883,0.90694,0.0012905,0.0012905,0.0012905
217,152.539,0.70757,0.5132,0.99304,0.93044,1,0.96971,0.83888,0.52095,0.46883,0.90694,0.0012872,0.0012872,0.0012872
218,153.231,0.69193,0.53759,0.98453,0.93386,1,0.99147,0.86379,0.54654,0.42877,0.90598,0.0012839,0.0012839,0.0012839
219,153.895,0.71957,0.57476,0.96392,0.93386,1,0.99147,0.86379,0.54654,0.42877,0.90598,0.0012806,0.0012806,0.0012806
220,154.601,0.70437,0.55122,0.98685,0.93406,1,0.99147,0.84075,0.60017,0.44778,0.92456,0.0012773,0.0012773,0.0012773
221,155.279,0.76966,0.57691,0.99681,0.93406,1,0.99147,0.84075,0.60017,0.44778,0.92456,0.001274,0.001274,0.001274
222,155.978,0.75878,0.51323,0.96259,0.9346,1,0.99147,0.85302,0.59575,0.46975,0.91676,0.0012707,0.0012707,0.0012707
223,156.643,0.73663,0.55807,1.02007,0.9346,1,0.99147,0.85302,0.59575,0.46975,0.91676,0.0012674,0.0012674,0.0012674
224,157.348,0.69366,0.53492,0.98281,0.9353,1,0.995,0.87131,0.57503,0.41781,0.90891,0.0012641,0.0012641,0.0012641
225,158.015,0.71868,0.51872,0.95443,0.9353,1,0.995,0.87131,0.57503,0.41781,0.90891,0.0012608,0.0012608,0.0012608
226,158.741,0.77192,0.58118,1.04935,0.97078,1,0.995,0.91363,0.5188,0.39128,0.88968,0.0012575,0.0012575,0.0012575
227,159.433,0.7611,0.5479,0.97944,0.97078,1,0.995,0.91363,0.5188,0.39128,0.88968,0.0012542,0.0012542,0.0012542
228,160.126,0.68791,0.53604,0.95885,0.97143,1,0.995,0.89752,0.54101,0.39565,0.8912,0.0012509,0.0012509,0.0012509
229,160.821,0.64959,0.48555,0.94402,0.97143,1,0.995,0.89752,0.54101,0.39565,0.8912,0.0012476,0.0012476,0.0012476
230,161.529,0.65312,0.54402,0.95303,0.99488,1,0.995,0.86878,0.58183,0.4057,0.89748,0.0012443,0.0012443,0.0012443
231,162.226,0.70171,0.51917,0.9645,0.99488,1,0.995,0.86878,0.58183,0.4057,0.89748,0.001241,0.001241,0.001241
232,162.953,0.65809,0.52229,0.96054,0.9958,1,0.995,0.85845,0.61419,0.40771,0.90508,0.0012377,0.0012377,0.0012377
233,163.617,0.76024,0.55298,1.02534,0.9958,1,0.995,0.85845,0.61419,0.40771,0.90508,0.0012344,0.0012344,0.0012344
234,164.308,0.71068,0.5341,0.96851,0.99615,1,0.995,0.84653,0.6693,0.39261,0.92915,0.0012311,0.0012311,0.0012311
235,164.987,0.75265,0.52965,0.96778,0.99615,1,0.995,0.84653,0.6693,0.39261,0.92915,0.0012278,0.0012278,0.0012278
236,165.695,0.7191,0.53962,0.9807,0.99619,1,0.995,0.87853,0.60839,0.386,0.90822,0.0012245,0.0012245,0.0012245
237,166.369,0.72064,0.53129,0.95739,0.99619,1,0.995,0.87853,0.60839,0.386,0.90822,0.0012212,0.0012212,0.0012212
238,167.07,0.66404,0.48534,0.94333,0.99655,1,0.995,0.87778,0.57405,0.41631,0.8955,0.0012179,0.0012179,0.0012179
239,167.749,0.70958,0.512,0.96695,0.99655,1,0.995,0.87778,0.57405,0.41631,0.8955,0.0012146,0.0012146,0.0012146
240,168.452,0.82977,0.55121,1.04545,0.99644,1,0.995,0.89794,0.59218,0.40285,0.90834,0.0012113,0.0012113,0.0012113
241,169.153,0.72021,0.51998,0.97261,0.99644,1,0.995,0.89794,0.59218,0.40285,0.90834,0.001208,0.001208,0.001208
242,169.863,0.74011,0.50384,0.98074,0.99594,1,0.995,0.8599,0.56492,0.38887,0.9034,0.0012047,0.0012047,0.0012047
243,170.541,0.717,0.56957,0.97308,0.99594,1,0.995,0.8599,0.56492,0.38887,0.9034,0.0012014,0.0012014,0.0012014
244,171.257,0.75831,0.56552,1.00537,0.99597,1,0.995,0.86669,0.60701,0.38266,0.91252,0.0011981,0.0011981,0.0011981
245,171.926,0.75182,0.50396,0.95507,0.99597,1,0.995,0.86669,0.60701,0.38266,0.91252,0.0011948,0.0011948,0.0011948
246,172.632,0.75803,0.57726,0.99419,0.99785,1,0.995,0.87682,0.54098,0.35874,0.88135,0.0011915,0.0011915,0.0011915
247,173.313,0.76357,0.54427,0.95619,0.99785,1,0.995,0.87682,0.54098,0.35874,0.88135,0.0011882,0.0011882,0.0011882
248,174.013,0.73351,0.51604,0.97167,0.99534,1,0.995,0.8895,0.50177,0.37812,0.87684,0.0011849,0.0011849,0.0011849
249,174.695,0.7237,0.52524,0.94269,0.99534,1,0.995,0.8895,0.50177,0.37812,0.87684,0.0011816,0.0011816,0.0011816
250,175.415,0.77162,0.52784,1.03037,0.99424,1,0.995,0.888,0.50927,0.405,0.8753,0.0011783,0.0011783,0.0011783
251,176.079,0.73347,0.50629,0.97648,0.99424,1,0.995,0.888,0.50927,0.405,0.8753,0.001175,0.001175,0.001175
252,176.789,0.68248,0.52072,0.99935,0.99192,1,0.995,0.86495,0.58104,0.44179,0.90257,0.0011717,0.0011717,0.0011717
253,177.479,0.71803,0.51254,0.95173,0.99192,1,0.995,0.86495,0.58104,0.44179,0.90257,0.0011684,0.0011684,0.0011684
254,178.208,0.70165,0.50117,0.97248,0.99004,1,0.995,0.88402,0.51275,0.41452,0.87808,0.0011651,0.0011651,0.0011651
255,178.873,0.72264,0.57018,1.01567,0.99004,1,0.995,0.88402,0.51275,0.41452,0.87808,0.0011618,0.0011618,0.0011618
256,179.6,0.67659,0.51494,1.00103,0.99025,1,0.995,0.87544,0.50971,0.40893,0.87048,0.0011585,0.0011585,0.0011585
257,180.264,0.67706,0.49712,0.95442,0.99025,1,0.995,0.87544,0.50971,0.40893,0.87048,0.0011552,0.0011552,0.0011552
258,180.961,0.70567,0.52335,0.97933,0.99075,1,0.995,0.88028,0.51594,0.40928,0.87753,0.0011519,0.0011519,0.0011519
259,181.627,0.76633,0.5652,1.03858,0.99075,1,0.995,0.88028,0.51594,0.40928,0.87753,0.0011486,0.0011486,0.0011486
260,182.335,0.6268,0.48195,0.95494,0.99268,1,0.995,0.89569,0.46733,0.3952,0.86704,0.0011453,0.0011453,0.0011453
261,183.017,0.67727,0.4991,0.96605,0.99268,1,0.995,0.89569,0.46733,0.3952,0.86704,0.001142,0.001142,0.001142
262,183.738,0.68006,0.47214,0.96013,0.99482,1,0.995,0.87181,0.53591,0.40104,0.88958,0.0011387,0.0011387,0.0011387
263,184.409,0.79277,0.56501,1.01016,0.99482,1,0.995,0.87181,0.53591,0.40104,0.88958,0.0011354,0.0011354,0.0011354
264,185.111,0.71271,0.51005,0.95479,0.9952,1,0.995,0.85304,0.5626,0.37367,0.89335,0.0011321,0.0011321,0.0011321
265,185.799,0.63471,0.47157,0.94158,0.9952,1,0.995,0.85304,0.5626,0.37367,0.89335,0.0011288,0.0011288,0.0011288
266,186.494,0.69448,0.48512,0.94701,0.99516,1,0.995,0.88489,0.51182,0.37485,0.87682,0.0011255,0.0011255,0.0011255
267,187.169,0.5999,0.47733,0.93012,0.99516,1,0.995,0.88489,0.51182,0.37485,0.87682,0.0011222,0.0011222,0.0011222
268,187.887,0.67327,0.47588,0.97153,0.9947,1,0.995,0.87842,0.5342,0.38494,0.88347,0.0011189,0.0011189,0.0011189
269,188.557,0.76229,0.52338,0.95906,0.9947,1,0.995,0.87842,0.5342,0.38494,0.88347,0.0011156,0.0011156,0.0011156
270,189.266,0.72347,0.51516,0.95055,0.9938,1,0.995,0.88773,0.54495,0.40216,0.87947,0.0011123,0.0011123,0.0011123
271,189.93,0.63793,0.46366,0.95861,0.9938,1,0.995,0.88773,0.54495,0.40216,0.87947,0.001109,0.001109,0.001109
272,190.641,0.69014,0.49723,0.97198,0.9927,1,0.995,0.88232,0.60597,0.40477,0.90506,0.0011057,0.0011057,0.0011057
273,191.342,0.67277,0.49964,0.93236,0.9927,1,0.995,0.88232,0.60597,0.40477,0.90506,0.0011024,0.0011024,0.0011024
274,192.033,0.7024,0.50794,0.94355,0.98995,1,0.995,0.86615,0.59021,0.43199,0.88949,0.0010991,0.0010991,0.0010991
275,192.73,0.68323,0.50226,0.94935,0.98995,1,0.995,0.86615,0.59021,0.43199,0.88949,0.0010958,0.0010958,0.0010958
276,193.438,0.65307,0.46513,0.92579,0.98298,1,0.995,0.87166,0.50764,0.46087,0.86834,0.0010925,0.0010925,0.0010925
277,194.125,0.65738,0.50647,0.97502,0.98298,1,0.995,0.87166,0.50764,0.46087,0.86834,0.0010892,0.0010892,0.0010892
278,194.831,0.67672,0.49495,0.97714,0.97369,1,0.995,0.88401,0.52552,0.45128,0.87979,0.0010859,0.0010859,0.0010859
279,195.488,0.6622,0.49006,0.95525,0.97369,1,0.995,0.88401,0.52552,0.45128,0.87979,0.0010826,0.0010826,0.0010826
280,196.191,0.68842,0.50491,0.9754,0.91821,1,0.94382,0.83336,0.53299,0.44654,0.87557,0.0010793,0.0010793,0.0010793
281,196.845,0.63614,0.4735,0.91224,0.91821,1,0.94382,0.83336,0.53299,0.44654,0.87557,0.001076,0.001076,0.001076
282,197.537,0.68614,0.46898,0.9678,0.88876,1,0.94029,0.83117,0.48746,0.42828,0.86031,0.0010727,0.0010727,0.0010727
283,198.204,0.72455,0.49637,0.98454,0.88876,1,0.94029,0.83117,0.48746,0.42828,0.86031,0.0010694,0.0010694,0.0010694
284,198.913,0.58582,0.46277,0.94755,0.94073,1,0.995,0.88775,0.4697,0.41182,0.85673,0.0010661,0.0010661,0.0010661
285,199.619,0.61069,0.48874,0.93494,0.94073,1,0.995,0.88775,0.4697,0.41182,0.85673,0.0010628,0.0010628,0.0010628
286,200.346,0.69331,0.52697,0.95048,0.98184,1,0.995,0.9214,0.44267,0.36707,0.8509,0.0010595,0.0010595,0.0010595
287,201.03,0.6412,0.46841,0.92851,0.98184,1,0.995,0.9214,0.44267,0.36707,0.8509,0.0010562,0.0010562,0.0010562
288,201.73,0.57651,0.43563,0.92995,0.97387,1,0.995,0.90462,0.46756,0.36623,0.85274,0.0010529,0.0010529,0.0010529
289,202.396,0.60817,0.45062,0.94078,0.97387,1,0.995,0.90462,0.46756,0.36623,0.85274,0.0010496,0.0010496,0.0010496
290,203.122,0.61934,0.44194,0.93826,0.98435,1,0.995,0.90462,0.48277,0.3693,0.85735,0.0010463,0.0010463,0.0010463
291,203.808,0.57767,0.46446,0.91333,0.98435,1,0.995,0.90462,0.48277,0.3693,0.85735,0.001043,0.001043,0.001043
292,204.508,0.6618,0.48724,0.98018,0.9904,1,0.995,0.91259,0.45293,0.33586,0.84862,0.0010397,0.0010397,0.0010397
293,205.175,0.66151,0.47188,0.97477,0.9904,1,0.995,0.91259,0.45293,0.33586,0.84862,0.0010364,0.0010364,0.0010364
294,205.87,0.57675,0.46823,0.92787,0.99404,1,0.995,0.91431,0.43625,0.31473,0.84977,0.0010331,0.0010331,0.0010331
295,206.523,0.63674,0.49661,0.93455,0.99404,1,0.995,0.91431,0.43625,0.31473,0.84977,0.0010298,0.0010298,0.0010298
296,207.216,0.65002,0.48662,0.97264,0.99475,1,0.995,0.91347,0.42941,0.34542,0.85113,0.0010265,0.0010265,0.0010265
297,207.87,0.60832,0.49273,0.94364,0.99475,1,0.995,0.91347,0.42941,0.34542,0.85113,0.0010232,0.0010232,0.0010232
298,208.58,0.65402,0.45728,0.95811,0.99554,1,0.995,0.89493,0.4692,0.36093,0.8638,0.0010199,0.0010199,0.0010199
299,209.247,0.58105,0.41657,0.91327,0.99554,1,0.995,0.89493,0.4692,0.36093,0.8638,0.0010166,0.0010166,0.0010166
300,209.965,0.62985,0.45786,0.92845,0.99608,1,0.995,0.89366,0.47568,0.35597,0.87242,0.0010133,0.0010133,0.0010133
301,210.622,0.61181,0.44954,0.91373,0.99608,1,0.995,0.89366,0.47568,0.35597,0.87242,0.00101,0.00101,0.00101
302,211.342,0.6374,0.49159,0.94645,0.99619,1,0.995,0.92387,0.44623,0.35806,0.86701,0.0010067,0.0010067,0.0010067
303,212,0.65495,0.50985,0.96311,0.99619,1,0.995,0.92387,0.44623,0.35806,0.86701,0.0010034,0.0010034,0.0010034
304,212.8,0.60873,0.45244,0.95876,0.99605,1,0.995,0.89928,0.47687,0.37021,0.87561,0.0010001,0.0010001,0.0010001
305,213.487,0.65496,0.4821,1.00192,0.99605,1,0.995,0.89928,0.47687,0.37021,0.87561,0.0009968,0.0009968,0.0009968
306,214.252,0.5933,0.45863,0.92227,0.99604,1,0.995,0.88378,0.50438,0.3819,0.88161,0.0009935,0.0009935,0.0009935
307,214.977,0.64484,0.47184,0.95026,0.99604,1,0.995,0.88378,0.50438,0.3819,0.88161,0.0009902,0.0009902,0.0009902
308,215.701,0.68427,0.47362,1.01103,0.99617,1,0.995,0.90176,0.47176,0.33696,0.87818,0.0009869,0.0009869,0.0009869
309,216.392,0.62183,0.4492,0.92995,0.99617,1,0.995,0.90176,0.47176,0.33696,0.87818,0.0009836,0.0009836,0.0009836
310,217.083,0.6121,0.45622,0.93362,0.99573,1,0.995,0.89541,0.46883,0.34675,0.87928,0.0009803,0.0009803,0.0009803
311,217.76,0.61296,0.44941,0.95016,0.99573,1,0.995,0.89541,0.46883,0.34675,0.87928,0.000977,0.000977,0.000977
312,218.51,0.59831,0.42672,0.92213,0.99482,1,0.995,0.87492,0.51008,0.34064,0.87427,0.0009737,0.0009737,0.0009737
313,219.193,0.62597,0.43832,0.9675,0.99482,1,0.995,0.87492,0.51008,0.34064,0.87427,0.0009704,0.0009704,0.0009704
314,219.947,0.59598,0.45315,0.91662,0.99285,1,0.995,0.88627,0.53603,0.35328,0.88057,0.0009671,0.0009671,0.0009671
315,220.629,0.59969,0.42562,0.92435,0.99285,1,0.995,0.88627,0.53603,0.35328,0.88057,0.0009638,0.0009638,0.0009638
316,221.341,0.60479,0.42765,0.94399,0.98549,1,0.995,0.87412,0.542,0.35544,0.88191,0.0009605,0.0009605,0.0009605
317,221.999,0.59089,0.43313,0.95023,0.98549,1,0.995,0.87412,0.542,0.35544,0.88191,0.0009572,0.0009572,0.0009572
318,222.723,0.6327,0.43525,0.93547,0.98444,1,0.995,0.87702,0.48194,0.34825,0.86828,0.0009539,0.0009539,0.0009539
319,223.397,0.63936,0.4298,0.95627,0.98444,1,0.995,0.87702,0.48194,0.34825,0.86828,0.0009506,0.0009506,0.0009506
320,224.133,0.64377,0.45611,0.97756,0.993,1,0.995,0.89229,0.45826,0.35757,0.85684,0.0009473,0.0009473,0.0009473
321,224.805,0.61502,0.44275,0.92393,0.993,1,0.995,0.89229,0.45826,0.35757,0.85684,0.000944,0.000944,0.000944
322,225.526,0.59726,0.46147,0.928,0.93736,1,0.98441,0.86188,0.5015,0.37791,0.85851,0.0009407,0.0009407,0.0009407
323,226.219,0.63302,0.48254,0.95266,0.93736,1,0.98441,0.86188,0.5015,0.37791,0.85851,0.0009374,0.0009374,0.0009374
324,226.965,0.60129,0.44009,0.9761,0.93771,1,0.98029,0.84632,0.54396,0.391,0.86686,0.0009341,0.0009341,0.0009341
325,227.669,0.61495,0.4956,0.9504,0.93771,1,0.98029,0.84632,0.54396,0.391,0.86686,0.0009308,0.0009308,0.0009308
326,228.408,0.66259,0.47191,0.99196,0.93758,1,0.98441,0.85975,0.49638,0.37231,0.85344,0.0009275,0.0009275,0.0009275
327,229.083,0.62028,0.48423,0.9502,0.93758,1,0.98441,0.85975,0.49638,0.37231,0.85344,0.0009242,0.0009242,0.0009242
328,229.811,0.59039,0.45682,0.94798,0.93786,1,0.99147,0.89719,0.44693,0.35313,0.84198,0.0009209,0.0009209,0.0009209
329,230.54,0.61242,0.4551,0.91218,0.93786,1,0.99147,0.89719,0.44693,0.35313,0.84198,0.0009176,0.0009176,0.0009176
330,231.276,0.57465,0.44067,0.9772,0.99507,1,0.995,0.91592,0.42819,0.32612,0.84016,0.0009143,0.0009143,0.0009143
331,231.962,0.56625,0.41665,0.91783,0.99507,1,0.995,0.91592,0.42819,0.32612,0.84016,0.000911,0.000911,0.000911
332,232.722,0.65094,0.46327,0.92496,0.992,1,0.995,0.91942,0.44495,0.34316,0.84577,0.0009077,0.0009077,0.0009077
333,233.433,0.56139,0.42994,0.9135,0.992,1,0.995,0.91942,0.44495,0.34316,0.84577,0.0009044,0.0009044,0.0009044
334,234.18,0.6378,0.45147,0.94299,0.98313,1,0.995,0.91589,0.46085,0.35814,0.85235,0.0009011,0.0009011,0.0009011
335,234.873,0.58638,0.45769,0.93447,0.98313,1,0.995,0.91589,0.46085,0.35814,0.85235,0.0008978,0.0008978,0.0008978
336,235.599,0.55397,0.42146,0.91695,0.93677,1,0.95853,0.8611,0.48405,0.35788,0.86253,0.0008945,0.0008945,0.0008945
337,236.301,0.6138,0.43559,0.92494,0.93677,1,0.95853,0.8611,0.48405,0.35788,0.86253,0.0008912,0.0008912,0.0008912
338,237.04,0.62943,0.44233,0.91914,0.98194,1,0.995,0.91658,0.46272,0.35071,0.86216,0.0008879,0.0008879,0.0008879
339,237.715,0.64498,0.47152,0.94657,0.98194,1,0.995,0.91658,0.46272,0.35071,0.86216,0.0008846,0.0008846,0.0008846
340,238.499,0.56085,0.44166,0.92403,0.98457,1,0.995,0.91498,0.42571,0.34317,0.85166,0.0008813,0.0008813,0.0008813
341,239.245,0.64789,0.43167,0.93332,0.98457,1,0.995,0.91498,0.42571,0.34317,0.85166,0.000878,0.000878,0.000878
342,239.969,0.60729,0.42996,0.94075,0.9888,1,0.995,0.92111,0.41027,0.32852,0.85115,0.0008747,0.0008747,0.0008747
343,240.691,0.71357,0.50282,1.03331,0.9888,1,0.995,0.92111,0.41027,0.32852,0.85115,0.0008714,0.0008714,0.0008714
344,241.424,0.60057,0.41856,0.91634,0.99185,1,0.995,0.92111,0.42224,0.31807,0.85401,0.0008681,0.0008681,0.0008681
345,242.122,0.61847,0.44891,0.93963,0.99185,1,0.995,0.92111,0.42224,0.31807,0.85401,0.0008648,0.0008648,0.0008648
346,242.867,0.60951,0.44137,0.95461,0.99367,1,0.995,0.93798,0.39928,0.31982,0.84727,0.0008615,0.0008615,0.0008615
347,243.573,0.62975,0.45356,0.96442,0.99367,1,0.995,0.93798,0.39928,0.31982,0.84727,0.0008582,0.0008582,0.0008582
348,244.344,0.53243,0.45625,0.94121,0.99476,1,0.995,0.90853,0.44962,0.31037,0.85913,0.0008549,0.0008549,0.0008549
349,245.075,0.61763,0.46616,0.96168,0.99476,1,0.995,0.90853,0.44962,0.31037,0.85913,0.0008516,0.0008516,0.0008516
350,245.811,0.6006,0.4126,0.9278,0.99566,1,0.995,0.92784,0.47483,0.33635,0.86744,0.0008483,0.0008483,0.0008483
351,246.544,0.68258,0.48769,1.01647,0.99566,1,0.995,0.92784,0.47483,0.33635,0.86744,0.000845,0.000845,0.000845
352,247.297,0.59518,0.44387,0.92763,0.99602,1,0.995,0.92481,0.46224,0.33205,0.86136,0.0008417,0.0008417,0.0008417
353,248.018,0.59588,0.4422,0.93157,0.99602,1,0.995,0.92481,0.46224,0.33205,0.86136,0.0008384,0.0008384,0.0008384
354,248.766,0.64573,0.47474,0.94245,0.9961,1,0.995,0.92933,0.42592,0.32666,0.84912,0.0008351,0.0008351,0.0008351
355,249.521,0.51729,0.41219,0.91049,0.9961,1,0.995,0.92933,0.42592,0.32666,0.84912,0.0008318,0.0008318,0.0008318
356,250.336,0.55299,0.43125,0.90821,0.99587,1,0.995,0.93829,0.40073,0.33846,0.84106,0.0008285,0.0008285,0.0008285
357,251.046,0.5842,0.43187,0.91084,0.99587,1,0.995,0.93829,0.40073,0.33846,0.84106,0.0008252,0.0008252,0.0008252
358,251.801,0.61138,0.44135,0.93627,0.99544,1,0.995,0.93112,0.4094,0.33683,0.84422,0.0008219,0.0008219,0.0008219
359,252.508,0.58407,0.441,0.94628,0.99544,1,0.995,0.93112,0.4094,0.33683,0.84422,0.0008186,0.0008186,0.0008186
360,253.307,0.63585,0.47111,0.94454,0.99432,1,0.995,0.93226,0.40416,0.33509,0.84455,0.0008153,0.0008153,0.0008153
361,254.026,0.53841,0.39879,0.91604,0.99432,1,0.995,0.93226,0.40416,0.33509,0.84455,0.000812,0.000812,0.000812
362,254.774,0.58462,0.41969,0.96829,0.99337,1,0.995,0.91648,0.40501,0.33344,0.8455,0.0008087,0.0008087,0.0008087
363,255.49,0.55053,0.41667,0.92182,0.99337,1,0.995,0.91648,0.40501,0.33344,0.8455,0.0008054,0.0008054,0.0008054
364,256.262,0.59717,0.44839,0.91973,0.99307,1,0.995,0.91125,0.4317,0.36964,0.84712,0.0008021,0.0008021,0.0008021
365,257.01,0.55463,0.41155,0.89264,0.99307,1,0.995,0.91125,0.4317,0.36964,0.84712,0.0007988,0.0007988,0.0007988
366,257.882,0.6939,0.49624,1.02463,0.99403,1,0.995,0.91125,0.428,0.3376,0.84865,0.0007955,0.0007955,0.0007955
367,258.767,0.56319,0.42229,0.91102,0.99403,1,0.995,0.91125,0.428,0.3376,0.84865,0.0007922,0.0007922,0.0007922
368,259.52,0.53686,0.40689,0.89275,0.99525,1,0.995,0.91732,0.40101,0.31631,0.84749,0.0007889,0.0007889,0.0007889
369,260.212,0.594,0.41033,0.933,0.99525,1,0.995,0.91732,0.40101,0.31631,0.84749,0.0007856,0.0007856,0.0007856
370,260.934,0.64044,0.48141,1.00398,0.99626,1,0.995,0.92506,0.41611,0.30702,0.85496,0.0007823,0.0007823,0.0007823
371,261.644,0.54427,0.40239,0.93255,0.99626,1,0.995,0.92506,0.41611,0.30702,0.85496,0.000779,0.000779,0.000779
372,262.374,0.57316,0.41136,0.93221,0.99679,1,0.995,0.9183,0.421,0.30673,0.85547,0.0007757,0.0007757,0.0007757
373,263.064,0.59905,0.42397,0.92057,0.99679,1,0.995,0.9183,0.421,0.30673,0.85547,0.0007724,0.0007724,0.0007724
374,263.774,0.58187,0.42662,0.94383,0.99686,1,0.995,0.91977,0.42488,0.31739,0.85361,0.0007691,0.0007691,0.0007691
375,264.462,0.65594,0.44726,0.96485,0.99686,1,0.995,0.91977,0.42488,0.31739,0.85361,0.0007658,0.0007658,0.0007658
376,265.155,0.74262,0.52704,0.98428,0.99661,1,0.995,0.9032,0.42631,0.33301,0.85413,0.0007625,0.0007625,0.0007625
377,265.824,0.62291,0.42377,0.9687,0.99661,1,0.995,0.9032,0.42631,0.33301,0.85413,0.0007592,0.0007592,0.0007592
378,266.537,0.5593,0.40359,0.94563,0.99592,1,0.995,0.9107,0.44362,0.3184,0.85343,0.0007559,0.0007559,0.0007559
379,267.21,0.54397,0.40304,0.93355,0.99592,1,0.995,0.9107,0.44362,0.3184,0.85343,0.0007526,0.0007526,0.0007526
380,267.908,0.56487,0.41032,0.93365,0.99526,1,0.995,0.90259,0.44774,0.31064,0.85358,0.0007493,0.0007493,0.0007493
381,268.568,0.65189,0.46558,0.95232,0.99526,1,0.995,0.90259,0.44774,0.31064,0.85358,0.000746,0.000746,0.000746
382,269.305,0.59803,0.39733,0.92377,0.99452,1,0.995,0.90418,0.44641,0.31279,0.85237,0.0007427,0.0007427,0.0007427
383,269.963,0.59007,0.41292,0.93098,0.99452,1,0.995,0.90418,0.44641,0.31279,0.85237,0.0007394,0.0007394,0.0007394
384,270.66,0.55784,0.41172,0.91194,0.99382,1,0.995,0.8939,0.44537,0.32523,0.85705,0.0007361,0.0007361,0.0007361
